118,64
112,64
105,64
100,64
94,64
89,64
84,64
79,64
74,64
70,64
66,64
63,64
59,64
55,64
52,64
50,64
46,64
44,64
41,64
39,64
37,64
35,64
32,64
252,8
238,8
224,8
212,8
200,8
189,8
178,8
168,8
158,8
149,8
141,8
133,8
126,8
118,8
112,8
105,8
99,8
94,8
89,8
84,8
79,8
74,8
70,8
66,8
62,8
59,8
55,8
52,8
49,8
46,8
44,8
41,8
39,8
37,8
35,8
33,8
31,8
